variables,units,values,description
towerse.G_full,Pa,"[8.07692308e+10 8.07692308e+10 8.07692308e+10 8.07692308e+10
 8.07692308e+10 8.07692308e+10 8.07692308e+10 8.07692308e+10
 8.07692308e+10 8.07692308e+10 8.07692308e+10 8.07692308e+10
 8.07692308e+10 8.07692308e+10 8.07692308e+10 8.07692308e+10
 8.07692308e+10 8.07692308e+10 8.07692308e+10 8.07692308e+10
 8.07692308e+10 8.07692308e+10 8.07692308e+10 8.07692308e+10
 8.07692308e+10 8.07692308e+10 8.07692308e+10 8.07692308e+10
 8.07692308e+10 8.07692308e+10]",
towerse.sigma_y_full,Pa,"[4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08
 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08
 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08
 4.5e+08 4.5e+08 4.5e+08]",
towerse.rho_full,kg/m**3,"[8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500.
 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500.
 8500. 8500. 8500. 8500. 8500. 8500.]",
towerse.outfitting_full,,"[1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07
 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07
 1.07 1.07]",
towerse.member.unit_cost_full,USD/kg,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",
towerse.labor_cost_rate,USD/min,[0.98],
towerse.painting_cost_rate,USD/m**2,[30.],
towerse.rna_mass,kg,[140874.94365853],
towerse.rna_I,kg*m**2,"[ 8.43519833e+06  7.87935732e+06  7.78849337e+06 -7.97815909e+00
  1.71973505e+05  6.23582332e+03]",
towerse.rna_cg,m,[-1.49545637 -0.05736411  1.02868919],
towerse.tower_mass,kg,[136692.9381938],
towerse.tower_center_of_mass,m,[28.78134139],
towerse.tower_I_base,kg*m**2,"[1.69978986e+08 1.69978986e+08 5.28624143e+05 0.00000000e+00
 0.00000000e+00 0.00000000e+00]",
towerse.env.Uref,m/s,[10.42782306],
towerse.wind_reference_height,m,[80.],
towerse.z0,m,[0.],
towerse.shearExp,,[0.2],
towerse.env.windLoads.U,m/s,"[ 0.          5.28164738  6.06701965  6.57951155  6.96949811  7.28778526
  7.55857377  7.79513196  8.00603629  8.19680699  8.37146694  8.53266094
  8.68252125  8.82257145  8.95425526  9.07861958  9.19652071  9.30866857
  9.4156587   9.51808871  9.61629031  9.71063706  9.80137112  9.8888647
  9.97336711 10.05509904 10.13425685 10.21101607 10.28533025 10.35755675
 10.42782306]",
towerse.beta_wind,deg,[0.],
towerse.rho_air,kg/m**3,[1.225],
towerse.mu_air,kg/m/s,[1.81e-05],
towerse.cd_usr,,[-1.],
towerse.env.distLoads.windLoads_Px,N/m,"[  0.          29.80518724  42.79137205  53.31760263  61.16746421
  67.83567163  73.63896489  78.93851908  83.74181538  88.15613038
  93.29955751  98.27559615 103.13084731 106.07909801 108.81111226
 111.34682567 115.80178363 120.25349652 124.69898093 127.94732036
 131.11154079 134.19684895 135.15283807 135.95915879 136.62409394
 139.30708465 141.93567411 144.51248672 147.03298495 149.50661072
 151.93541385]",
towerse.env.distLoads.windLoads_Py,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.env.distLoads.windLoads_Pz,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.env.distLoads.windLoads_qdyn,N/m**2,"[ 0.         17.0861769  22.54534558 26.51510799 29.75151617 32.5309861
 34.9933729  37.21800041 39.25917793 41.15243243 42.92489351 44.59386047
 46.17403237 47.67563232 49.10944596 50.4830668  51.80279584 53.07392766
 54.30096014 55.48883274 56.63973655 57.75658921 58.84096146 59.89615757
 60.9241815  61.92682271 62.90568667 63.86222012 64.7951613  65.70837642
 66.60293999]",
towerse.env.distLoads.windLoads_z,m,"[ 0.          2.66666667  5.33333333  8.         10.6691358  13.3382716
 16.00740741 18.67407407 21.34074074 24.00740741 26.67654321 29.34567901
 32.01481481 34.68148148 37.34814815 40.01481481 42.68148148 45.34814815
 48.01481481 50.68395062 53.35308642 56.02222222 58.68888889 61.35555556
 64.02222222 66.68888889 69.35555556 72.02222222 74.68148148 77.34074074
 80.        ]",
towerse.env.distLoads.windLoads_beta,deg,[0.],
towerse.env.distLoads.waveLoads_Px,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.env.distLoads.waveLoads_Py,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.env.distLoads.waveLoads_Pz,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.env.distLoads.waveLoads_qdyn,N/m**2,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.env.distLoads.waveLoads_z,m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.env.distLoads.waveLoads_beta,deg,[0.],
towerse.yaw,deg,[0.],
towerse.s_all,,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.g2e.Px_global,N/m,"[  0.          29.80518724  42.79137205  53.31760263  61.16746421
  67.83567163  73.63896489  78.93851908  83.74181538  88.15613038
  93.29955751  98.27559615 103.13084731 106.07909801 108.81111226
 111.34682567 115.80178363 120.25349652 124.69898093 127.94732036
 131.11154079 134.19684895 135.15283807 135.95915879 136.62409394
 139.30708465 141.93567411 144.51248672 147.03298495 149.50661072
 151.93541385]",
towerse.g2e.Py_global,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.g2e.Pz_global,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.g2e.qdyn_global,Pa,"[ 0.         17.0861769  22.54534558 26.51510799 29.75151617 32.5309861
 34.9933729  37.21800041 39.25917793 41.15243243 42.92489351 44.59386047
 46.17403237 47.67563232 49.10944596 50.4830668  51.80279584 53.07392766
 54.30096014 55.48883274 56.63973655 57.75658921 58.84096146 59.89615757
 60.9241815  61.92682271 62.90568667 63.86222012 64.7951613  65.70837642
 66.60293999]",
towerse.lc:Px,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.lc:Py,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.lc:Pz,N/m,"[   0.          -29.80518724  -42.79137205  -53.31760263  -61.16746421
  -67.83567163  -73.63896489  -78.93851908  -83.74181538  -88.15613038
  -93.29955751  -98.27559615 -103.13084731 -106.07909801 -108.81111226
 -111.34682567 -115.80178363 -120.25349652 -124.69898093 -127.94732036
 -131.11154079 -134.19684895 -135.15283807 -135.95915879 -136.62409394
 -139.30708465 -141.93567411 -144.51248672 -147.03298495 -149.50661072
 -151.93541385]",
towerse.lc:qdyn,Pa,"[ 0.         17.0861769  22.54534558 26.51510799 29.75151617 32.5309861
 34.9933729  37.21800041 39.25917793 41.15243243 42.92489351 44.59386047
 46.17403237 47.67563232 49.10944596 50.4830668  51.80279584 53.07392766
 54.30096014 55.48883274 56.63973655 57.75658921 58.84096146 59.89615757
 60.9241815  61.92682271 62.90568667 63.86222012 64.7951613  65.70837642
 66.60293999]",
towerse.section_A,m**2,"[0.35685935 0.36060836 0.36435738 0.31411031 0.31288255 0.3116548
 0.29690004 0.2962037  0.29550736 0.24958093 0.2511552  0.25272946
 0.21275772 0.21132235 0.20988697 0.1818626  0.18310564 0.18434869
 0.14558991 0.14558991 0.14558991 0.11335399 0.11211666 0.11087933
 0.08471092 0.08471092 0.08471092 0.0519823  0.0519823  0.0519823 ]",
towerse.section_Asx,m**2,"[0.20315056 0.20527784 0.20740513 0.17872059 0.17802391 0.17732723
 0.16891276 0.16851763 0.1681225  0.14193431 0.14282762 0.14372094
 0.12094865 0.12013414 0.11931963 0.10336255 0.10406792 0.1047733
 0.08271721 0.08271721 0.08271721 0.06438565 0.0636835  0.06298136
 0.04810662 0.04810662 0.04810662 0.0295118  0.0295118  0.0295118 ]",
towerse.section_Asy,m**2,"[0.20315056 0.20527784 0.20740513 0.17872059 0.17802391 0.17732723
 0.16891276 0.16851763 0.1681225  0.14193431 0.14282762 0.14372094
 0.12094865 0.12013414 0.11931963 0.10336255 0.10406792 0.1047733
 0.08271721 0.08271721 0.08271721 0.06438565 0.0636835  0.06298136
 0.04810662 0.04810662 0.04810662 0.0295118  0.0295118  0.0295118 ]",
towerse.section_Ixx,kg*m**2,"[0.66842838 0.68971646 0.7114518  0.6184488  0.61122532 0.6040583
 0.5721574  0.56814114 0.56414373 0.47922353 0.48834901 0.4975896
 0.41930403 0.4108747  0.40255911 0.34918795 0.35639713 0.36370485
 0.28960342 0.28960342 0.28960342 0.22330302 0.21607009 0.20899505
 0.1580547  0.1580547  0.1580547  0.09711575 0.09711575 0.09711575]",
towerse.section_Iyy,kg*m**2,"[0.66842838 0.68971646 0.7114518  0.6184488  0.61122532 0.6040583
 0.5721574  0.56814114 0.56414373 0.47922353 0.48834901 0.4975896
 0.41930403 0.4108747  0.40255911 0.34918795 0.35639713 0.36370485
 0.28960342 0.28960342 0.28960342 0.22330302 0.21607009 0.20899505
 0.1580547  0.1580547  0.1580547  0.09711575 0.09711575 0.09711575]",
towerse.section_J0,kg*m**2,"[1.33685677 1.37943292 1.42290359 1.2368976  1.22245064 1.20811661
 1.14431481 1.13628229 1.12828745 0.95844707 0.97669801 0.99517919
 0.83860806 0.8217494  0.80511821 0.6983759  0.71279425 0.72740971
 0.57920684 0.57920684 0.57920684 0.44660605 0.43214018 0.4179901
 0.31610939 0.31610939 0.31610939 0.1942315  0.1942315  0.1942315 ]",
towerse.section_rho,kg/m**3,"[8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500.
 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500.
 8500. 8500. 8500. 8500. 8500. 8500.]",
towerse.section_E,Pa,"[2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11
 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11
 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11
 2.1e+11 2.1e+11 2.1e+11]",
towerse.section_G,Pa,"[8.07692308e+10 8.07692308e+10 8.07692308e+10 8.07692308e+10
 8.07692308e+10 8.07692308e+10 8.07692308e+10 8.07692308e+10
 8.07692308e+10 8.07692308e+10 8.07692308e+10 8.07692308e+10
 8.07692308e+10 8.07692308e+10 8.07692308e+10 8.07692308e+10
 8.07692308e+10 8.07692308e+10 8.07692308e+10 8.07692308e+10
 8.07692308e+10 8.07692308e+10 8.07692308e+10 8.07692308e+10
 8.07692308e+10 8.07692308e+10 8.07692308e+10 8.07692308e+10
 8.07692308e+10 8.07692308e+10]",
towerse.tower.rna_F,N,"[[  446079.36238085]
 [    4081.20413952]
 [-1073825.89895708]]",
towerse.tower.rna_M,N*m,"[[ 25704.8406496 ]
 [898274.06767765]
 [346476.64483981]]",
towerse.Px,N/m,"[[0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]]",
towerse.Py,N/m,"[[0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]]",
towerse.Pz,N/m,"[[   0.        ]
 [ -29.80518724]
 [ -42.79137205]
 [ -53.31760263]
 [ -61.16746421]
 [ -67.83567163]
 [ -73.63896489]
 [ -78.93851908]
 [ -83.74181538]
 [ -88.15613038]
 [ -93.29955751]
 [ -98.27559615]
 [-103.13084731]
 [-106.07909801]
 [-108.81111226]
 [-111.34682567]
 [-115.80178363]
 [-120.25349652]
 [-124.69898093]
 [-127.94732036]
 [-131.11154079]
 [-134.19684895]
 [-135.15283807]
 [-135.95915879]
 [-136.62409394]
 [-139.30708465]
 [-141.93567411]
 [-144.51248672]
 [-147.03298495]
 [-149.50661072]
 [-151.93541385]]",
towerse.post.cylinder_Fz,N,"[[-2343263.20292521]
 [-2263012.49841379]
 [-2181897.43654625]
 [-2111862.08904993]
 [-2042080.71717957]
 [-1972556.01852849]
 [-1906360.62198389]
 [-1840306.67136269]
 [-1774395.33515982]
 [-1718628.17073779]
 [-1662497.39353851]
 [-1606003.37795854]
 [-1558436.11271371]
 [-1511180.3999856 ]
 [-1464236.7875349 ]
 [-1423513.11509388]
 [-1382501.38485733]
 [-1341201.60929288]
 [-1308476.58168037]
 [-1275743.08164191]
 [-1243001.32456958]
 [-1217449.8201168 ]
 [-1192171.01990927]
 [-1167165.30657208]
 [-1147971.80387028]
 [-1128771.28991697]
 [-1109563.90481715]
 [-1097657.76989906]
 [-1085745.06102739]
 [-1073825.89895708]]",
towerse.post.cylinder_Vx,N,"[[446094.47998938]
 [446122.0023137 ]
 [446148.37959692]
 [446161.98333309]
 [446185.38385503]
 [446208.00806706]
 [446223.66828936]
 [446244.85710059]
 [446265.20397791]
 [446255.06418003]
 [446275.06047277]
 [446294.05526789]
 [446275.63949451]
 [446290.18821341]
 [446303.9500501 ]
 [446287.76181711]
 [446302.67507273]
 [446316.60735573]
 [446277.71666116]
 [446288.19496801]
 [446297.78948601]
 [446257.80151965]
 [446263.80394226]
 [446268.97139612]
 [446230.7733254 ]
 [446236.30117451]
 [446240.87499181]
 [446182.77168765]
 [446185.45201882]
 [446187.17129463]]",
towerse.post.cylinder_Vy,N,"[[4081.32904576]
 [4081.55400316]
 [4081.76874745]
 [4081.87843228]
 [4082.06718552]
 [4082.24873811]
 [4082.37295156]
 [4082.54103528]
 [4082.70136744]
 [4082.61563218]
 [4082.7712063 ]
 [4082.91779732]
 [4082.76545224]
 [4082.87459734]
 [4082.97639464]
 [4082.84139773]
 [4082.9500065 ]
 [4083.04984281]
 [4082.73888932]
 [4082.80957643]
 [4082.87221376]
 [4082.55646557]
 [4082.58897723]
 [4082.61361494]
 [4082.31630854]
 [4082.34017076]
 [4082.35536123]
 [4081.92629667]
 [4081.92413065]
 [4081.91324076]]",
