variables,units,values,description
towerse.sigma_y_full,Pa,"[4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08
 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08
 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08
 4.5e+08 4.5e+08 4.5e+08]",
towerse.rho_full,kg/m**3,"[8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500.
 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500.
 8500. 8500. 8500. 8500. 8500. 8500.]",
towerse.outfitting_full,,"[1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07
 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07
 1.07 1.07]",
towerse.member.unit_cost_full,USD/kg,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",
towerse.labor_cost_rate,USD/min,[0.98],
towerse.painting_cost_rate,USD/m**2,[30.],
towerse.rna_mass,kg,[138360.86874233],
towerse.rna_I,kg*m**2,"[ 3.76433232e+06  4.49777471e+06  4.50522876e+06 -8.14950576e+00
  1.90652386e+05  5.54821071e+03]",
towerse.rna_cg,m,[-0.90841538 -0.06490094  0.91071726],
towerse.tower_mass,kg,[129985.04806975],
towerse.tower_center_of_mass,m,[27.07949311],
towerse.tower_I_base,kg*m**2,"[1.50939286e+08 1.50939286e+08 5.13456154e+05 0.00000000e+00
 0.00000000e+00 0.00000000e+00]",
towerse.env.Uref,m/s,[12.62263273],
towerse.wind_reference_height,m,[80.],
towerse.z0,m,[0.],
towerse.shearExp,,[0.2],
towerse.env.windLoads.U,m/s,"[ 0.          6.393309    7.34398353  7.96434283  8.43641232  8.82169138
  9.14947444  9.43582253  9.69111722  9.92204063 10.13346237 10.32858389
 10.50998624 10.67951369 10.83891382 10.98945389 11.13217041 11.26792273
 11.39743175 11.52142085 11.64029156 11.75449607 11.8643275  11.9702364
 12.07252456 12.17145913 12.26727779 12.360193   12.45014856 12.53757703
 12.62263273]",
towerse.beta_wind,deg,[0.],
towerse.rho_air,kg/m**3,[1.225],
towerse.mu_air,kg/m/s,[1.81e-05],
towerse.cd_usr,,[-1.],
towerse.env.distLoads.windLoads_Px,N/m,"[  0.          49.60868996  69.86783604  84.53616157  96.51910237
 106.99786649 116.51589685 125.33418157 133.55491077 141.26734207
 148.54858365 155.44684271 162.0067486  168.25915341 174.24053278
 179.9763688  185.48864535 190.80056223 195.93291724 200.90747643
 205.73422242 210.42595714 214.9896522  219.43944505 223.78391891
 224.81601212 225.65091432 226.29805425 230.11098361 233.85031498
 237.52044708]",
towerse.env.distLoads.windLoads_Py,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.env.distLoads.windLoads_Pz,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.env.distLoads.windLoads_qdyn,N/m**2,"[ 0.         25.03556999 33.03463265 38.85133848 43.59349489 47.66612124
 51.2741406  54.53378247 57.52462372 60.29872034 62.89582405 65.3412827
 67.65663414 69.8568578  71.95775738 73.97045927 75.90419606 77.76672562
 79.5646385  81.30517225 82.99153738 84.62800896 86.21688852 87.76301767
 89.26933271 90.73845562 92.17273887 93.57430227 94.94129702 96.27938811
 97.59014997]",
towerse.env.distLoads.windLoads_z,m,"[ 0.          2.66666667  5.33333333  8.         10.6691358  13.3382716
 16.00740741 18.67407407 21.34074074 24.00740741 26.67654321 29.34567901
 32.01481481 34.68148148 37.34814815 40.01481481 42.68148148 45.34814815
 48.01481481 50.68395062 53.35308642 56.02222222 58.68888889 61.35555556
 64.02222222 66.68888889 69.35555556 72.02222222 74.68148148 77.34074074
 80.        ]",
towerse.env.distLoads.windLoads_beta,deg,[0.],
towerse.env.distLoads.waveLoads_Px,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.env.distLoads.waveLoads_Py,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.env.distLoads.waveLoads_Pz,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.env.distLoads.waveLoads_qdyn,N/m**2,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.env.distLoads.waveLoads_z,m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.env.distLoads.waveLoads_beta,deg,[0.],
towerse.yaw,deg,[0.],
towerse.s_all,,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.g2e.Px_global,N/m,"[  0.          49.60868996  69.86783604  84.53616157  96.51910237
 106.99786649 116.51589685 125.33418157 133.55491077 141.26734207
 148.54858365 155.44684271 162.0067486  168.25915341 174.24053278
 179.9763688  185.48864535 190.80056223 195.93291724 200.90747643
 205.73422242 210.42595714 214.9896522  219.43944505 223.78391891
 224.81601212 225.65091432 226.29805425 230.11098361 233.85031498
 237.52044708]",
towerse.g2e.Py_global,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.g2e.Pz_global,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.g2e.qdyn_global,Pa,"[ 0.         25.03556999 33.03463265 38.85133848 43.59349489 47.66612124
 51.2741406  54.53378247 57.52462372 60.29872034 62.89582405 65.3412827
 67.65663414 69.8568578  71.95775738 73.97045927 75.90419606 77.76672562
 79.5646385  81.30517225 82.99153738 84.62800896 86.21688852 87.76301767
 89.26933271 90.73845562 92.17273887 93.57430227 94.94129702 96.27938811
 97.59014997]",
towerse.lc:Px,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.lc:Py,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.lc:Pz,N/m,"[   0.          -49.60868996  -69.86783604  -84.53616157  -96.51910237
 -106.99786649 -116.51589685 -125.33418157 -133.55491077 -141.26734207
 -148.54858365 -155.44684271 -162.0067486  -168.25915341 -174.24053278
 -179.9763688  -185.48864535 -190.80056223 -195.93291724 -200.90747643
 -205.73422242 -210.42595714 -214.9896522  -219.43944505 -223.78391891
 -224.81601212 -225.65091432 -226.29805425 -230.11098361 -233.85031498
 -237.52044708]",
towerse.lc:qdyn,Pa,"[ 0.         25.03556999 33.03463265 38.85133848 43.59349489 47.66612124
 51.2741406  54.53378247 57.52462372 60.29872034 62.89582405 65.3412827
 67.65663414 69.8568578  71.95775738 73.97045927 75.90419606 77.76672562
 79.5646385  81.30517225 82.99153738 84.62800896 86.21688852 87.76301767
 89.26933271 90.73845562 92.17273887 93.57430227 94.94129702 96.27938811
 97.59014997]",
towerse.section_A,m**2,"[0.43351757 0.43351757 0.43351757 0.30499421 0.30499421 0.30499421
 0.26130324 0.26130324 0.26130324 0.21705782 0.21705782 0.21705782
 0.18174573 0.18174573 0.18174573 0.16460814 0.16460814 0.16460814
 0.12733706 0.12733706 0.12733706 0.09656648 0.09656648 0.09656648
 0.07276911 0.07197539 0.07118168 0.0519823  0.0519823  0.0519823 ]",
towerse.section_Asx,m**2,"[0.24691588 0.24691588 0.24691588 0.17351824 0.17351824 0.17351824
 0.14860554 0.14860554 0.14860554 0.12339618 0.12339618 0.12339618
 0.10329058 0.10329058 0.10329058 0.09353737 0.09353737 0.09353737
 0.07233578 0.07233578 0.07233578 0.05484204 0.05484204 0.05484204
 0.04131918 0.04086877 0.04041837 0.0295118  0.0295118  0.0295118 ]",
towerse.section_Asy,m**2,"[0.24691588 0.24691588 0.24691588 0.17351824 0.17351824 0.17351824
 0.14860554 0.14860554 0.14860554 0.12339618 0.12339618 0.12339618
 0.10329058 0.10329058 0.10329058 0.09353737 0.09353737 0.09353737
 0.07233578 0.07233578 0.07233578 0.05484204 0.05484204 0.05484204
 0.04131918 0.04086877 0.04041837 0.0295118  0.0295118  0.0295118 ]",
towerse.section_Ixx,kg*m**2,"[0.85305795 0.85305795 0.85305795 0.60307028 0.60307028 0.60307028
 0.51752844 0.51752844 0.51752844 0.43061169 0.43061169 0.43061169
 0.36103486 0.36103486 0.36103486 0.32720112 0.32720112 0.32720112
 0.25346821 0.25346821 0.25346821 0.19243943 0.19243943 0.19243943
 0.143572   0.13892512 0.13437961 0.09711575 0.09711575 0.09711575]",
towerse.section_Iyy,kg*m**2,"[0.85305795 0.85305795 0.85305795 0.60307028 0.60307028 0.60307028
 0.51752844 0.51752844 0.51752844 0.43061169 0.43061169 0.43061169
 0.36103486 0.36103486 0.36103486 0.32720112 0.32720112 0.32720112
 0.25346821 0.25346821 0.25346821 0.19243943 0.19243943 0.19243943
 0.143572   0.13892512 0.13437961 0.09711575 0.09711575 0.09711575]",
towerse.section_J0,kg*m**2,"[1.70611591 1.70611591 1.70611591 1.20614055 1.20614055 1.20614055
 1.03505688 1.03505688 1.03505688 0.86122338 0.86122338 0.86122338
 0.72206972 0.72206972 0.72206972 0.65440223 0.65440223 0.65440223
 0.50693642 0.50693642 0.50693642 0.38487886 0.38487886 0.38487886
 0.28714399 0.27785024 0.26875922 0.1942315  0.1942315  0.1942315 ]",
towerse.section_rho,kg/m**3,"[8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500.
 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500.
 8500. 8500. 8500. 8500. 8500. 8500.]",
towerse.section_E,Pa,"[2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11
 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11
 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11
 2.1e+11 2.1e+11 2.1e+11]",
towerse.section_G,Pa,"[8.07692308e+10 8.07692308e+10 8.07692308e+10 8.07692308e+10
 8.07692308e+10 8.07692308e+10 8.07692308e+10 8.07692308e+10
 8.07692308e+10 8.07692308e+10 8.07692308e+10 8.07692308e+10
 8.07692308e+10 8.07692308e+10 8.07692308e+10 8.07692308e+10
 8.07692308e+10 8.07692308e+10 8.07692308e+10 8.07692308e+10
 8.07692308e+10 8.07692308e+10 8.07692308e+10 8.07692308e+10
 8.07692308e+10 8.07692308e+10 8.07692308e+10 8.07692308e+10
 8.07692308e+10 8.07692308e+10]",
towerse.tower.rna_F,N,"[[  328840.4044632 ]
 [    3744.45008613]
 [-1138059.49835397]]",
towerse.tower.rna_M,N*m,"[[  8679.09070575]
 [697143.79866306]
 [186763.1382376 ]]",
towerse.Px,N/m,"[[0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]]",
towerse.Py,N/m,"[[0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]]",
towerse.Pz,N/m,"[[   0.        ]
 [ -49.60868996]
 [ -69.86783604]
 [ -84.53616157]
 [ -96.51910237]
 [-106.99786649]
 [-116.51589685]
 [-125.33418157]
 [-133.55491077]
 [-141.26734207]
 [-148.54858365]
 [-155.44684271]
 [-162.0067486 ]
 [-168.25915341]
 [-174.24053278]
 [-179.9763688 ]
 [-185.48864535]
 [-190.80056223]
 [-195.93291724]
 [-200.90747643]
 [-205.73422242]
 [-210.42595714]
 [-214.9896522 ]
 [-219.43944505]
 [-223.78391891]
 [-224.81601212]
 [-225.65091432]
 [-226.29805425]
 [-230.11098361]
 [-233.85031498]
 [-237.52044708]]",
towerse.post.cylinder_Fz,N,"[[-2329559.52668187]
 [-2233040.91455475]
 [-2136476.19816891]
 [-2068381.07596406]
 [-2000256.27686225]
 [-1932105.05755037]
 [-1873704.16301475]
 [-1815280.77697617]
 [-1756836.35915696]
 [-1708161.85605712]
 [-1659468.61868149]
 [-1610757.60008576]
 [-1569923.79064657]
 [-1529073.83259711]
 [-1488208.40781121]
 [-1451137.42218091]
 [-1414052.14862158]
 [-1376953.08861883]
 [-1348098.49219898]
 [-1319230.94608405]
 [-1290350.82392414]
 [-1268324.78686494]
 [-1246286.85204036]
 [-1224237.30876439]
 [-1207470.27195851]
 [-1190877.19526122]
 [-1174458.58520876]
 [-1162335.43490308]
 [-1150202.34328425]
 [-1138059.49835397]]",
towerse.post.cylinder_Vx,N,"[[328851.08170858]
 [328870.45742701]
 [328889.21326482]
 [328890.45465687]
 [328907.92691198]
 [328924.77202146]
 [328927.80614066]
 [328943.34771004]
 [328958.25679736]
 [328951.73068577]
 [328965.38895065]
 [328978.40704538]
 [328967.52915138]
 [328979.24539387]
 [328990.31753712]
 [328986.35875   ]
 [328996.14314529]
 [329005.27792915]
 [328976.31455884]
 [328984.1825529 ]
 [328991.39384951]
 [328961.47261425]
 [328967.38658414]
 [328972.63853688]
 [328945.17801113]
 [328948.04610272]
 [328950.25788965]
 [328924.0765987 ]
 [328926.15154986]
 [328927.50095696]]",
towerse.post.cylinder_Vy,N,"[[3744.56538602]
 [3744.77343385]
 [3744.974416  ]
 [3744.98711035]
 [3745.17349199]
 [3745.35272955]
 [3745.38394239]
 [3745.54836941]
 [3745.70559602]
 [3745.63426391]
 [3745.77723535]
 [3745.91292269]
 [3745.79513168]
 [3745.91602739]
 [3746.02959807]
 [3745.98448567]
 [3746.08340836]
 [3746.17494756]
 [3745.86797757]
 [3745.9450641 ]
 [3746.01468943]
 [3745.69972993]
 [3745.75457877]
 [3745.8019095 ]
 [3745.51506253]
 [3745.53640334]
 [3745.55016095]
 [3745.2800025 ]
 [3745.29025791]
 [3745.2922871 ]]",
